Mod:Item:MetaData, Localized Name
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Prosperity Shard Pickaxe Head
tconstruct:pick_head:0, Soulium Pickaxe Head
tconstruct:pick_head:0, Base Essence Pickaxe Head
tconstruct:pick_head:0, Inferium Pickaxe Head
tconstruct:pick_head:0, Prudentium Pickaxe Head
tconstruct:pick_head:0, Intermedium Pickaxe Head
tconstruct:pick_head:0, Superium Pickaxe Head
tconstruct:pick_head:0, Supremium Pickaxe Head
tconstruct:pick_head:0, Plastic Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Reinforced Pink Slime Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Mithril Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Brass Pickaxe Head
tconstruct:pick_head:0, Aluminum Pickaxe Head
tconstruct:pick_head:0, Zinc Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Gaia Spirit Pickaxe Head
tconstruct:pick_head:0, Yellorium Pickaxe Head
tconstruct:pick_head:0, Cyanite Pickaxe Head
tconstruct:pick_head:0, Blutonium Pickaxe Head
tconstruct:pick_head:0, Ludicrite Pickaxe Head
tconstruct:pick_head:0, Quartz Enriched Iron Pickaxe Head
tconstruct:pick_head:0, Draconium Pickaxe Head
tconstruct:pick_head:0, Wyvern Draconium Pickaxe Head
tconstruct:pick_head:0, Awakened Draconium Pickaxe Head
tconstruct:pick_head:0, Chaotic Draconium Pickaxe Head
tconstruct:pick_head:0, Psimetal Pickaxe Head
tconstruct:pick_head:0, Psigem Pickaxe Head
tconstruct:pick_head:0, Ivory Psimetal Pickaxe Head
tconstruct:pick_head:0, Ebony Psimetal Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Fluxed Electrum Pickaxe Head
tconstruct:pick_head:0, Refined Iron Pickaxe Head
tconstruct:pick_head:0, Tungsten Pickaxe Head
tconstruct:pick_head:0, Titanium Pickaxe Head
tconstruct:pick_head:0, Chrome Pickaxe Head
tconstruct:pick_head:0, Advanced Alloy Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Yellow Garnet Pickaxe Head
tconstruct:pick_head:0, Red Garnet Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Livingrock Pickaxe Head
tconstruct:pick_head:0, Thaumium Pickaxe Head
tconstruct:pick_head:0, Void Metal Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Molten Meat Shovel Head
tconstruct:shovel_head:0, Vespa Carapace Shovel Head
tconstruct:shovel_head:0, Scythe Claw Shovel Head
tconstruct:shovel_head:0, Ancient Metal Shovel Head
tconstruct:shovel_head:0, Tar Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Prosperity Shard Shovel Head
tconstruct:shovel_head:0, Soulium Shovel Head
tconstruct:shovel_head:0, Base Essence Shovel Head
tconstruct:shovel_head:0, Inferium Shovel Head
tconstruct:shovel_head:0, Prudentium Shovel Head
tconstruct:shovel_head:0, Intermedium Shovel Head
tconstruct:shovel_head:0, Superium Shovel Head
tconstruct:shovel_head:0, Supremium Shovel Head
tconstruct:shovel_head:0, Plastic Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Reinforced Pink Slime Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Mithril Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Tin Shovel Head
tconstruct:shovel_head:0, Brass Shovel Head
tconstruct:shovel_head:0, Aluminum Shovel Head
tconstruct:shovel_head:0, Zinc Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Gaia Spirit Shovel Head
tconstruct:shovel_head:0, Yellorium Shovel Head
tconstruct:shovel_head:0, Cyanite Shovel Head
tconstruct:shovel_head:0, Blutonium Shovel Head
tconstruct:shovel_head:0, Ludicrite Shovel Head
tconstruct:shovel_head:0, Quartz Enriched Iron Shovel Head
tconstruct:shovel_head:0, Draconium Shovel Head
tconstruct:shovel_head:0, Wyvern Draconium Shovel Head
tconstruct:shovel_head:0, Awakened Draconium Shovel Head
tconstruct:shovel_head:0, Chaotic Draconium Shovel Head
tconstruct:shovel_head:0, Psimetal Shovel Head
tconstruct:shovel_head:0, Psigem Shovel Head
tconstruct:shovel_head:0, Ivory Psimetal Shovel Head
tconstruct:shovel_head:0, Ebony Psimetal Shovel Head
tconstruct:shovel_head:0, Dark Matter Shovel Head
tconstruct:shovel_head:0, Red Matter Shovel Head
tconstruct:shovel_head:0, Fluxed Electrum Shovel Head
tconstruct:shovel_head:0, Refined Iron Shovel Head
tconstruct:shovel_head:0, Tungsten Shovel Head
tconstruct:shovel_head:0, Titanium Shovel Head
tconstruct:shovel_head:0, Chrome Shovel Head
tconstruct:shovel_head:0, Advanced Alloy Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Yellow Garnet Shovel Head
tconstruct:shovel_head:0, Red Garnet Shovel Head
tconstruct:shovel_head:0, Rubber Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Livingwood Shovel Head
tconstruct:shovel_head:0, Livingrock Shovel Head
tconstruct:shovel_head:0, Thaumium Shovel Head
tconstruct:shovel_head:0, Void Metal Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Fake-Iron Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Molten Meat Axe Head
tconstruct:axe_head:0, Vespa Carapace Axe Head
tconstruct:axe_head:0, Scythe Claw Axe Head
tconstruct:axe_head:0, Ancient Metal Axe Head
tconstruct:axe_head:0, Tar Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Prosperity Shard Axe Head
tconstruct:axe_head:0, Soulium Axe Head
tconstruct:axe_head:0, Base Essence Axe Head
tconstruct:axe_head:0, Inferium Axe Head
tconstruct:axe_head:0, Prudentium Axe Head
tconstruct:axe_head:0, Intermedium Axe Head
tconstruct:axe_head:0, Superium Axe Head
tconstruct:axe_head:0, Supremium Axe Head
tconstruct:axe_head:0, Plastic Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Reinforced Pink Slime Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, Mithril Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Tin Axe Head
tconstruct:axe_head:0, Brass Axe Head
tconstruct:axe_head:0, Aluminum Axe Head
tconstruct:axe_head:0, Zinc Axe Head
tconstruct:axe_head:0, Refined Obsidian Axe Head
tconstruct:axe_head:0, Refined Glowstone Axe Head
tconstruct:axe_head:0, Osmium Axe Head
tconstruct:axe_head:0, Manasteel Axe Head
tconstruct:axe_head:0, Terrasteel Axe Head
tconstruct:axe_head:0, Elementium Axe Head
tconstruct:axe_head:0, Gaia Spirit Axe Head
tconstruct:axe_head:0, Yellorium Axe Head
tconstruct:axe_head:0, Cyanite Axe Head
tconstruct:axe_head:0, Blutonium Axe Head
tconstruct:axe_head:0, Ludicrite Axe Head
tconstruct:axe_head:0, Quartz Enriched Iron Axe Head
tconstruct:axe_head:0, Draconium Axe Head
tconstruct:axe_head:0, Wyvern Draconium Axe Head
tconstruct:axe_head:0, Awakened Draconium Axe Head
tconstruct:axe_head:0, Chaotic Draconium Axe Head
tconstruct:axe_head:0, Psimetal Axe Head
tconstruct:axe_head:0, Psigem Axe Head
tconstruct:axe_head:0, Ivory Psimetal Axe Head
tconstruct:axe_head:0, Ebony Psimetal Axe Head
tconstruct:axe_head:0, Dark Matter Axe Head
tconstruct:axe_head:0, Red Matter Axe Head
tconstruct:axe_head:0, Fluxed Electrum Axe Head
tconstruct:axe_head:0, Refined Iron Axe Head
tconstruct:axe_head:0, Tungsten Axe Head
tconstruct:axe_head:0, Titanium Axe Head
tconstruct:axe_head:0, Chrome Axe Head
tconstruct:axe_head:0, Advanced Alloy Axe Head
tconstruct:axe_head:0, Ruby Axe Head
tconstruct:axe_head:0, Sapphire Axe Head
tconstruct:axe_head:0, Peridot Axe Head
tconstruct:axe_head:0, Yellow Garnet Axe Head
tconstruct:axe_head:0, Red Garnet Axe Head
tconstruct:axe_head:0, Rubber Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Livingwood Axe Head
tconstruct:axe_head:0, Livingrock Axe Head
tconstruct:axe_head:0, Thaumium Axe Head
tconstruct:axe_head:0, Void Metal Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Fake-Iron Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Molten Meat Broad Axe Head
tconstruct:broad_axe_head:0, Vespa Carapace Broad Axe Head
tconstruct:broad_axe_head:0, Scythe Claw Broad Axe Head
tconstruct:broad_axe_head:0, Ancient Metal Broad Axe Head
tconstruct:broad_axe_head:0, Tar Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Prosperity Shard Broad Axe Head
tconstruct:broad_axe_head:0, Soulium Broad Axe Head
tconstruct:broad_axe_head:0, Base Essence Broad Axe Head
tconstruct:broad_axe_head:0, Inferium Broad Axe Head
tconstruct:broad_axe_head:0, Prudentium Broad Axe Head
tconstruct:broad_axe_head:0, Intermedium Broad Axe Head
tconstruct:broad_axe_head:0, Superium Broad Axe Head
tconstruct:broad_axe_head:0, Supremium Broad Axe Head
tconstruct:broad_axe_head:0, Plastic Broad Axe Head
tconstruct:broad_axe_head:0, Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Reinforced Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Mithril Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Tin Broad Axe Head
tconstruct:broad_axe_head:0, Brass Broad Axe Head
tconstruct:broad_axe_head:0, Aluminum Broad Axe Head
tconstruct:broad_axe_head:0, Zinc Broad Axe Head
tconstruct:broad_axe_head:0, Refined Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Refined Glowstone Broad Axe Head
tconstruct:broad_axe_head:0, Osmium Broad Axe Head
tconstruct:broad_axe_head:0, Manasteel Broad Axe Head
tconstruct:broad_axe_head:0, Terrasteel Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Gaia Spirit Broad Axe Head
tconstruct:broad_axe_head:0, Yellorium Broad Axe Head
tconstruct:broad_axe_head:0, Cyanite Broad Axe Head
tconstruct:broad_axe_head:0, Blutonium Broad Axe Head
tconstruct:broad_axe_head:0, Ludicrite Broad Axe Head
tconstruct:broad_axe_head:0, Quartz Enriched Iron Broad Axe Head
tconstruct:broad_axe_head:0, Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Awakened Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Chaotic Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Psigem Broad Axe Head
tconstruct:broad_axe_head:0, Ivory Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Ebony Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Dark Matter Broad Axe Head
tconstruct:broad_axe_head:0, Red Matter Broad Axe Head
tconstruct:broad_axe_head:0, Fluxed Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Refined Iron Broad Axe Head
tconstruct:broad_axe_head:0, Tungsten Broad Axe Head
tconstruct:broad_axe_head:0, Titanium Broad Axe Head
tconstruct:broad_axe_head:0, Chrome Broad Axe Head
tconstruct:broad_axe_head:0, Advanced Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Yellow Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Red Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Rubber Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Livingwood Broad Axe Head
tconstruct:broad_axe_head:0, Livingrock Broad Axe Head
tconstruct:broad_axe_head:0, Thaumium Broad Axe Head
tconstruct:broad_axe_head:0, Void Metal Broad Axe Head
tconstruct:sword_blade:0, Electrical Sword Blade
tconstruct:sword_blade:0, Energetic Sword Blade
tconstruct:sword_blade:0, Vibrant Sword Blade
tconstruct:sword_blade:0, Red Sword Blade
tconstruct:sword_blade:0, Conductive Sword Blade
tconstruct:sword_blade:0, Pulsating Sword Blade
tconstruct:sword_blade:0, Dark Sword Blade
tconstruct:sword_blade:0, Souled Sword Blade
tconstruct:sword_blade:0, Sword Blade of the End
tconstruct:sword_blade:0, Fake-Iron Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Molten Meat Sword Blade
tconstruct:sword_blade:0, Vespa Carapace Sword Blade
tconstruct:sword_blade:0, Scythe Claw Sword Blade
tconstruct:sword_blade:0, Ancient Metal Sword Blade
tconstruct:sword_blade:0, Tar Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Prosperity Shard Sword Blade
tconstruct:sword_blade:0, Soulium Sword Blade
tconstruct:sword_blade:0, Base Essence Sword Blade
tconstruct:sword_blade:0, Inferium Sword Blade
tconstruct:sword_blade:0, Prudentium Sword Blade
tconstruct:sword_blade:0, Intermedium Sword Blade
tconstruct:sword_blade:0, Superium Sword Blade
tconstruct:sword_blade:0, Supremium Sword Blade
tconstruct:sword_blade:0, Plastic Sword Blade
tconstruct:sword_blade:0, Pink Slime Sword Blade
tconstruct:sword_blade:0, Reinforced Pink Slime Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Mithril Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Tin Sword Blade
tconstruct:sword_blade:0, Brass Sword Blade
tconstruct:sword_blade:0, Aluminum Sword Blade
tconstruct:sword_blade:0, Zinc Sword Blade
tconstruct:sword_blade:0, Refined Obsidian Sword Blade
tconstruct:sword_blade:0, Refined Glowstone Sword Blade
tconstruct:sword_blade:0, Osmium Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Gaia Spirit Sword Blade
tconstruct:sword_blade:0, Yellorium Sword Blade
tconstruct:sword_blade:0, Cyanite Sword Blade
tconstruct:sword_blade:0, Blutonium Sword Blade
tconstruct:sword_blade:0, Ludicrite Sword Blade
tconstruct:sword_blade:0, Quartz Enriched Iron Sword Blade
tconstruct:sword_blade:0, Draconium Sword Blade
tconstruct:sword_blade:0, Wyvern Draconium Sword Blade
tconstruct:sword_blade:0, Awakened Draconium Sword Blade
tconstruct:sword_blade:0, Chaotic Draconium Sword Blade
tconstruct:sword_blade:0, Psimetal Sword Blade
tconstruct:sword_blade:0, Psigem Sword Blade
tconstruct:sword_blade:0, Ivory Psimetal Sword Blade
tconstruct:sword_blade:0, Ebony Psimetal Sword Blade
tconstruct:sword_blade:0, Dark Matter Sword Blade
tconstruct:sword_blade:0, Red Matter Sword Blade
tconstruct:sword_blade:0, Fluxed Electrum Sword Blade
tconstruct:sword_blade:0, Refined Iron Sword Blade
tconstruct:sword_blade:0, Tungsten Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Chrome Sword Blade
tconstruct:sword_blade:0, Advanced Alloy Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Yellow Garnet Sword Blade
tconstruct:sword_blade:0, Red Garnet Sword Blade
tconstruct:sword_blade:0, Rubber Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Livingwood Sword Blade
tconstruct:sword_blade:0, Livingrock Sword Blade
tconstruct:sword_blade:0, Thaumium Sword Blade
tconstruct:sword_blade:0, Void Metal Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Fake-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
